OrderID,ProductID,Quantity,UnitCost,UnitPrice,TotalCost,TotalPrice
2866,577,9,17.94,44.12,161.46,397.08
101,758,14,68.22,130.99,955.08,1833.86
1529,125,13,48.52,88,630.76,1144
186,298,12,74.8,111,897.6,1332
702,447,10,3.57,6,35.7,60
841,251,14,99.7,104.99,1395.8,1469.86
1626,189,11,64.9,121.99,713.9,1341.89
2617,678,9,55.4,117.81,498.6,1060.29
2034,204,1,85.12,127,85.12,127
110,731,9,48.16,55.99,433.44,503.91
1916,375,1,21.45,21.99,21.45,21.99
2340,978,2,33.25,35.99,66.5,71.98
865,575,12,77.02,109.99,924.24,1319.88
1504,214,7,23.5,42,164.5,294
222,149,12,51.09,63,613.08,756
89,243,4,79.47,154.99,317.88,619.96
1973,470,2,21.86,32,43.72,64
2632,480,6,91.26,180,547.56,1080
2183,855,2,52.47,53,104.94,106
172,630,8,21.76,32,174.08,256
2672,246,6,12.31,18,73.86,108
2090,305,1,43.56,48,43.56,48
2882,318,6,57.27,150.78,343.62,904.68
2461,186,14,86.96,169.99,1217.44,2379.86
772,601,3,30.78,86.37,92.34,259.11
943,933,10,48.78,76.99,487.8,769.9
954,766,6,17.77,19.99,106.62,119.94
2969,329,5,51.56,61.99,257.8,309.95
655,295,1,61.89,73.99,61.89,73.99
28,38,3,41.3,63.6,123.9,190.8
2714,875,13,53.31,76.99,693.03,1000.87
1510,925,7,21.34,35,149.38,245
820,480,12,91.26,180,1095.12,2160
2885,830,1,77.09,116.17,77.09,116.17
384,6,11,43.65,52.99,480.15,582.89
153,815,12,8.65,14,103.8,168
1861,196,11,70.19,125,772.09,1375
1370,51,1,98.47,173.99,98.47,173.99
1333,957,8,24.53,29,196.24,232
1290,756,13,22.02,25,286.26,325
2831,201,10,28.76,52.99,287.6,529.9
980,800,10,99.95,175,999.5,1750
893,324,10,99.18,145,991.8,1450
242,807,11,45.19,46.99,497.09,516.89
2886,926,3,92.01,106.99,276.03,320.97
2949,662,12,45.94,60,551.28,720
1612,995,12,82.91,205.64,994.92,2467.68
1681,998,10,99.07,214.18,990.7,2141.8
855,777,3,36.96,74.27,110.88,222.81
357,274,6,99.05,102,594.3,612
2584,231,7,19.43,31.99,136.01,223.93
158,406,4,35.13,65.99,140.52,263.96
2929,547,12,85.37,112.99,1024.44,1355.88
91,353,3,87.74,251.05,263.22,753.15
2717,187,1,67.55,92.99,67.55,92.99
1365,992,7,30.44,40.99,213.08,286.93
1818,886,13,32.3,53.94,419.9,701.22
645,696,6,8.75,10.99,52.5,65.94
1344,885,5,41.69,69.99,208.45,349.95
898,277,11,24.54,42.06,269.94,462.66
2202,541,4,26.12,31.99,104.48,127.96
1439,202,7,44.41,73.99,310.87,517.93
1069,44,5,15.42,19,77.1,95
1273,702,8,82.91,101,663.28,808
1399,218,5,55.91,91.99,279.55,459.95
2892,542,3,65.68,210.76,197.04,632.28
1208,309,4,96.23,133.99,384.92,535.96
2976,766,10,17.77,19.99,177.7,199.9
1725,573,10,7.6,9,76,90
1675,264,12,39.57,76.99,474.84,923.88
421,749,8,83.64,100.99,669.12,807.92
887,228,13,31.66,48,411.58,624
571,270,4,4.29,11.09,17.16,44.36
649,451,14,22.8,35.99,319.2,503.86
2523,866,11,35.23,83.16,387.53,914.76
1250,232,4,12.52,24,50.08,96
646,652,12,80.16,144.99,961.92,1739.88
1116,684,4,35.1,59,140.4,236
2193,330,7,16.37,23.99,114.59,167.93
1712,522,3,71.33,79.99,213.99,239.97
1390,609,11,75.81,135.99,833.91,1495.89
876,29,7,81.69,121,571.83,847
1552,736,10,72.38,121,723.8,1210
2684,215,10,15.11,21,151.1,210
2481,526,3,7.39,10,22.17,30
128,73,4,30.04,32.99,120.16,131.96
2122,847,1,68.98,82.99,68.98,82.99
2412,418,13,44.47,44.99,578.11,584.87
580,223,7,74.36,86,520.52,602
540,563,5,78.52,128.99,392.6,644.95
233,31,14,30.06,51.99,420.84,727.86
2901,490,3,61.49,61.99,184.47,185.97
69,615,1,84.37,106.28,84.37,106.28
2457,204,14,85.12,127,1191.68,1778
2268,263,6,37.74,49.99,226.44,299.94
1955,133,5,94.86,291.42,474.3,1457.1
2382,326,9,2.8,4,25.2,36
500,606,5,70.53,91.99,352.65,459.95
52,575,14,77.02,109.99,1078.28,1539.86
986,437,14,70.4,192.87,985.6,2700.18
1108,461,9,68.06,83,612.54,747
1740,371,8,48.57,88,388.56,704
2620,251,3,99.7,104.99,299.1,314.97
1283,773,7,40.06,77.79,280.42,544.53
1780,550,1,79.7,97,79.7,97
1835,832,8,94.31,158,754.48,1264
2750,521,2,34.26,63.99,68.52,127.98
142,632,8,83.07,102.99,664.56,823.92
2844,868,3,47.36,52.99,142.08,158.97
1338,786,1,78.22,123.99,78.22,123.99
2955,239,11,28.54,47.99,313.94,527.89
2903,648,4,66.95,149.82,267.8,599.28
1586,816,14,84.75,94,1186.5,1316
1226,785,5,45.97,50.99,229.85,254.95
2427,124,3,93.56,145,280.68,435
2582,174,11,86.04,132,946.44,1452
2763,733,11,75.93,96.99,835.23,1066.89
919,908,2,53.94,59,107.88,118
1657,411,14,73.55,123,1029.7,1722
1441,10,3,54.96,68.99,164.88,206.97
568,693,3,73.25,230.45,219.75,691.35
1083,954,14,39.83,58.99,557.62,825.86
2917,880,13,59.9,63.99,778.7,831.87
712,384,8,75.09,120.99,600.72,967.92
2736,574,7,45.76,60.99,320.32,426.93
2761,197,12,82.5,148,990,1776
317,816,8,84.75,94,678,752
1900,152,4,67.57,74.99,270.28,299.96
1794,989,3,58.2,71.99,174.6,215.97
418,705,5,61.54,112.99,307.7,564.95
13,950,12,85.5,101.99,1026,1223.88
188,409,13,77.49,114.99,1007.37,1494.87
1808,37,8,4.06,6.82,32.48,54.56
667,688,9,38.72,47.99,348.48,431.91
1789,815,6,8.65,14,51.9,84
2831,620,6,38.44,56,230.64,336
812,207,4,52.9,101.99,211.6,407.96
1402,245,1,56.79,87.99,56.79,87.99
255,422,4,38.48,73,153.92,292
1207,142,4,78.12,128,312.48,512
2822,438,9,36.98,43.99,332.82,395.91
1968,926,4,92.01,106.99,368.04,427.96
545,830,10,77.09,92.99,770.9,929.9
902,321,8,69.98,91,559.84,728
1199,125,11,48.52,88,533.72,968
1283,798,8,38.72,41.99,309.76,335.92
1748,230,9,87.35,95,786.15,855
1359,315,9,9.2,13,82.8,117
1583,108,7,13.5,23,94.5,161
1449,166,4,99.75,168.99,399,675.96
2747,961,12,15.83,49.79,189.96,597.48
77,967,12,72.91,93.99,874.92,1127.88
451,337,5,97.3,205.45,486.5,1027.25
2768,804,9,36.05,67.99,324.45,611.91
2447,693,5,73.25,116.99,366.25,584.95
1639,610,9,83.03,155.22,747.27,1396.98
1439,1,5,20.56,38.99,102.8,194.95
414,336,1,11.43,16.94,11.43,16.94
2934,801,14,33.43,63.47,468.02,888.58
2759,980,4,61.41,88,245.64,352
2781,989,10,58.2,71.99,582,719.9
1934,312,8,66.36,121,530.88,968
2867,211,11,23.09,43.99,253.99,483.89
2053,406,4,35.13,50.99,140.52,203.96
1253,98,10,59.1,71.99,591,719.9
2800,637,11,44.58,80,490.38,880
2408,784,14,91.51,147.99,1281.14,2071.86
2981,760,6,88.51,100.99,531.06,605.94
147,362,1,95.38,185.99,95.38,185.99
1179,985,2,28.63,29.99,57.26,59.98
637,439,11,65.05,88,715.55,968
820,161,11,82.01,105,902.11,1155
1648,300,6,90.31,142.99,541.86,857.94
1391,982,11,44.46,81.99,489.06,901.89
2040,186,7,86.96,169.99,608.72,1189.93
2137,106,14,35.6,63,498.4,882
2015,807,1,45.19,46.99,45.19,46.99
1818,459,10,35.77,68.99,357.7,689.9
964,135,6,93.07,149.99,558.42,899.94
2561,447,10,3.57,6,35.7,60
616,298,2,74.8,111,149.6,222
370,922,6,70.04,118.99,420.24,713.94
1481,124,11,93.56,145,1029.16,1595
1763,413,7,78.6,149.99,550.2,1049.93
30,875,11,53.31,76.99,586.41,846.89
2109,514,12,97.73,156.99,1172.76,1883.88
2336,827,14,79.57,84.99,1113.98,1189.86
449,129,4,8.03,8.99,32.12,35.96
1760,951,1,21.36,33.99,21.36,33.99
845,202,11,44.41,73.99,488.51,813.89
273,911,3,11.18,18.99,33.54,56.97
2503,694,9,41.37,64,372.33,576
1010,501,3,67.84,75,203.52,225
740,750,11,53.72,61.99,590.92,681.89
652,391,13,94.38,131,1226.94,1703
1424,633,14,82.01,101.99,1148.14,1427.86
2473,838,9,17.89,29.99,161.01,269.91
816,824,12,5.04,7.28,60.48,87.36
103,235,12,31.64,47.99,379.68,575.88
2675,955,12,85.02,158,1020.24,1896
2906,179,3,42.89,76.99,128.67,230.97
1704,719,3,58.15,106,174.45,318
1197,595,3,4.26,5.99,12.78,17.97
1207,787,3,92.89,171.99,278.67,515.97
1061,954,4,39.83,81.23,159.32,324.92
341,986,2,6.67,9,13.34,18
2946,186,10,86.96,169.99,869.6,1699.9
2188,267,11,47.04,84.99,517.44,934.89
2670,862,6,35.63,55.99,213.78,335.94
2774,460,11,4.51,6.99,49.61,76.89
2435,639,6,71.08,82,426.48,492
1982,591,4,50.22,67.99,200.88,271.96
2126,872,9,38.37,50.99,345.33,458.91
1618,708,6,66.46,174.16,398.76,1044.96
1022,255,3,21.97,36,65.91,108
934,158,12,13.79,17,165.48,204
339,248,13,12.22,12.99,158.86,168.87
419,598,9,35.82,40.99,322.38,368.91
1491,845,5,8.96,11.99,44.8,59.95
2796,825,7,81.73,98,572.11,686
378,638,11,1.38,1.99,15.18,21.89
2808,317,11,56.08,89.99,616.88,989.89
253,455,14,42.6,81.99,596.4,1147.86
1381,841,13,73.55,194.48,956.15,2528.24
2601,900,12,13.97,25.99,167.64,311.88
1422,753,1,2.7,3.99,2.7,3.99
2162,329,2,51.56,101.34,103.12,202.68
2830,906,12,99,146.99,1188,1763.88
144,16,9,80.79,107.99,727.11,971.91
82,918,5,97.29,236.2,486.45,1181
1737,668,7,30.06,47.99,210.42,335.93
93,80,4,23.93,28.99,95.72,115.96
1396,97,11,85.5,90.99,940.5,1000.89
2744,667,9,55.17,82.99,496.53,746.91
350,630,8,21.76,32,174.08,256
1103,881,14,51.81,52.99,725.34,741.86
573,270,1,4.29,5.99,4.29,5.99
2426,256,2,80.91,152,161.82,304
2320,739,5,28.3,47,141.5,235
1981,989,1,58.2,71.99,58.2,71.99
1940,912,11,25.02,42.99,275.22,472.89
1984,921,5,87.12,91,435.6,455
2059,481,6,48.21,81,289.26,486
1107,336,11,11.43,12.99,125.73,142.89
1791,362,2,95.38,185.99,190.76,371.98
1305,544,4,40.88,135.65,163.52,542.6
676,30,1,47.43,52,47.43,52
2132,460,13,4.51,11.57,58.63,150.41
1082,520,2,38.67,73,77.34,146
371,738,9,14.73,21,132.57,189
1900,753,4,2.7,3.99,10.8,15.96
2909,261,14,96.5,183.99,1351,2575.86
2365,291,11,97.74,184.99,1075.14,2034.89
203,425,4,76.62,156.37,306.48,625.48
938,369,11,5.24,8,57.64,88
1110,338,10,11.4,21,114,210
889,85,3,41.53,120.12,124.59,360.36
1693,71,2,34.19,59.99,68.38,119.98
2823,555,2,79.63,137.99,159.26,275.98
1200,394,14,33.13,41.99,463.82,587.86
2436,951,3,21.36,33.99,64.08,101.97
1900,194,1,12.36,22.99,12.36,22.99
1991,512,8,18.51,33.99,148.08,271.92
1956,267,12,47.04,84.99,564.48,1019.88
450,896,2,62.69,80,125.38,160
2072,527,8,95.4,158.99,763.2,1271.92
1503,452,7,29.23,49.99,204.61,349.93
2085,384,5,75.09,120.99,375.45,604.95
2766,755,2,19.57,23.99,39.14,47.98
1590,704,8,53.32,58.99,426.56,471.92
2873,800,11,99.95,175,1099.45,1925
1852,643,11,51.29,86.99,564.19,956.89
1578,689,1,72.22,138.47,72.22,138.47
2073,32,13,53.13,96,690.69,1248
2516,190,1,30.44,44.99,30.44,44.99
378,642,12,78.79,150.79,945.48,1809.48
2211,193,1,61.93,69,61.93,69
55,456,5,39.32,63.99,196.6,319.95
996,36,14,35.14,58.99,491.96,825.86
35,991,1,4.86,8.81,4.86,8.81
2848,604,6,8.5,16,51,96
2545,970,4,9.53,13.97,38.12,55.88
1877,481,8,48.21,89.9,385.68,719.2
471,531,6,81.77,130,490.62,780
28,126,6,91.52,113.99,549.12,683.94
2741,289,2,44.34,51.99,88.68,103.98
927,710,12,56.6,87.99,679.2,1055.88
2100,913,1,67.82,78,67.82,78
484,66,14,36.29,66.39,508.06,929.46
916,766,12,17.77,19.99,213.24,239.88
2635,13,4,95.1,133.99,380.4,535.96
650,910,2,48.94,91,97.88,182
1345,852,1,76.22,82.99,76.22,82.99
2413,857,12,20.67,29.19,248.04,350.28
2906,695,7,69.78,109.99,488.46,769.93
497,700,4,60.4,89.99,241.6,359.96
26,623,8,53.97,98.88,431.76,791.04
1747,637,4,44.58,104.29,178.32,417.16
571,246,4,12.31,18,49.24,72
627,9,2,94.08,139.99,188.16,279.98
2454,69,2,39.9,65.99,79.8,131.98
2242,736,12,72.38,121,868.56,1452
990,611,8,17.94,50.76,143.52,406.08
2048,671,5,12.12,16.99,60.6,84.95
1679,60,6,11.95,18,71.7,108
401,167,2,77.59,208.13,155.18,416.26
1702,312,11,66.36,121,729.96,1331
1400,505,2,89.81,131.99,179.62,263.98
2297,955,10,85.02,193.04,850.2,1930.4
794,915,8,68.57,82,548.56,656
2630,583,5,84.13,145.93,420.65,729.65
1368,429,6,33.34,64.99,200.04,389.94
531,391,10,94.38,131,943.8,1310
2174,657,8,5.91,6.99,47.28,55.92
2172,163,3,92.76,200.62,278.28,601.86
1586,845,6,8.96,11.99,53.76,71.94
42,698,1,17.81,31.99,17.81,31.99
2673,744,10,5.21,8.79,52.1,87.9
652,116,10,91.54,210.88,915.4,2108.8
999,584,11,86.93,132.99,956.23,1462.89
444,111,5,2.3,2.99,11.5,14.95
2147,668,4,30.06,50.76,120.24,203.04
2154,11,7,29.94,38.99,209.58,272.93
2017,297,14,8.68,12.99,121.52,181.86
2460,63,10,2.34,2.99,23.4,29.9
2493,275,6,22.67,32.99,136.02,197.94
1579,481,11,48.21,81,530.31,891
1732,918,14,97.29,143.99,1362.06,2015.86
1219,400,11,85.81,112.99,943.91,1242.89
6,579,7,43.56,79.99,304.92,559.93
2228,348,8,5.71,8.99,45.68,71.92
2997,26,11,11.06,20.99,121.66,230.89
1319,695,13,69.78,109.99,907.14,1429.87
539,25,2,65.84,75,131.68,150
1677,287,14,48.59,52.99,680.26,741.86
679,287,11,48.59,52.99,534.49,582.89
1921,599,10,8.64,16,86.4,160
533,399,8,93.37,121.99,746.96,975.92
1990,286,7,4.33,5.99,30.31,41.93
1749,114,1,5.1,7.99,5.1,7.99
587,791,5,54.05,54.99,270.25,274.95
1185,872,14,38.37,50.99,537.18,713.86
2431,218,13,55.91,91.99,726.83,1195.87
2848,755,3,19.57,23.99,58.71,71.97
962,240,1,26.56,85.16,26.56,85.16
907,589,5,84.73,90.99,423.65,454.95
2705,373,13,92.1,140,1197.3,1820
1068,943,9,4.09,6.99,36.81,62.91
808,145,4,48.45,67.99,193.8,271.96
1131,817,12,42.17,72.99,506.04,875.88
2164,216,1,29.2,48.99,29.2,48.99
1682,628,3,44.08,63.99,132.24,191.97
1995,41,11,9.06,10,99.66,110
472,965,10,51.38,61.99,513.8,619.9
1712,405,12,18.63,21.27,223.56,255.24
2202,828,14,52.63,102.99,736.82,1441.86
1166,140,3,24.29,31,72.87,93
583,228,10,31.66,83.88,316.6,838.8
825,360,5,56.68,161.56,283.4,807.8
626,876,12,31.48,106.21,377.76,1274.52
1115,472,11,33.85,60.99,372.35,670.89
2551,407,10,83.74,158,837.4,1580
2685,779,14,61.26,158.18,857.64,2214.52
1774,269,3,71.98,141.99,215.94,425.97
1625,822,3,57.18,85.51,171.54,256.53
2352,939,6,35.63,114.08,213.78,684.48
406,337,13,97.3,104.99,1264.9,1364.87
2517,577,5,17.94,23.99,89.7,119.95
2498,604,13,8.5,16,110.5,208
731,383,9,75.8,105,682.2,945
2511,419,14,64.51,106,903.14,1484
1673,773,1,40.06,75,40.06,75
1093,295,3,61.89,73.99,185.67,221.97
1597,779,2,61.26,133.03,122.52,266.06
702,106,9,35.6,63,320.4,567
982,918,6,97.29,143.99,583.74,863.94
2467,654,4,17.17,21.99,68.68,87.96
324,721,8,73.77,116.99,590.16,935.92
2810,945,12,68.39,91.99,820.68,1103.88
2434,933,2,48.78,76.99,97.56,153.98
1878,754,13,80.09,90.99,1041.17,1182.87
1956,21,7,31.83,43.99,222.81,307.93
948,417,3,37.42,53.99,112.26,161.97
1559,12,7,10.81,18,75.67,126
1208,295,4,61.89,73.99,247.56,295.96
270,652,7,80.16,144.99,561.12,1014.93
2898,504,7,82.94,99,580.58,693
1451,775,13,76.03,159.15,988.39,2068.95
2938,680,10,16.52,30.99,165.2,309.9
2525,531,5,81.77,248.44,408.85,1242.2
2875,239,3,28.54,47.99,85.62,143.97
708,285,3,5.52,7.99,16.56,23.97
1106,235,9,31.64,89.68,284.76,807.12
2808,276,7,85.11,168,595.77,1176
1935,313,11,42.63,122.57,468.93,1348.27
2230,548,3,24.29,36.64,72.87,109.92
1844,997,10,2.9,4.87,29,48.7
476,566,13,47.48,73.99,617.24,961.87
2932,519,8,49.64,50.99,397.12,407.92
1912,588,10,52.73,76.99,527.3,769.9
838,794,11,11.73,12.99,129.03,142.89
2188,351,3,64.36,116.99,193.08,350.97
828,477,13,44.14,51,573.82,663
1274,821,4,19.88,24,79.52,96
2247,668,10,30.06,47.99,300.6,479.9
610,704,8,53.32,58.99,426.56,471.92
1456,904,14,81.98,155.99,1147.72,2183.86
203,244,13,64.41,91.99,837.33,1195.87
116,363,12,69.25,78.99,831,947.88
1281,761,3,38.86,61.99,116.58,185.97
2805,37,4,4.06,6.82,16.24,27.28
2154,604,11,8.5,16,93.5,176
1082,513,4,24.63,46.99,98.52,187.96
2500,886,6,32.3,46.99,193.8,281.94
2859,278,9,44.19,105.35,397.71,948.15
2811,728,3,90.94,148.99,272.82,446.97
1381,96,5,53.88,96.99,269.4,484.95
48,602,7,50.25,56.99,351.75,398.93
1219,121,4,18.03,19.99,72.12,79.96
844,979,14,57.51,93.99,805.14,1315.86
325,477,8,44.14,92.21,353.12,737.68
1341,335,2,5.3,6,10.6,12
1225,47,10,94.89,174.99,948.9,1749.9
1459,295,1,61.89,73.99,61.89,73.99
2945,226,9,69.33,97.99,623.97,881.91
2706,802,11,55.77,104,613.47,1144
1578,937,6,2.5,2.99,15,17.94
2639,915,9,68.57,82,617.13,738
1596,807,11,45.19,46.99,497.09,516.89
1042,703,5,55.07,181.02,275.35,905.1
2461,154,8,26.5,48.99,212,391.92
2133,502,3,22.48,35.56,67.44,106.68
2872,914,9,27.62,47,248.58,423
323,321,13,69.98,91,909.74,1183
1396,474,12,33.02,52.99,396.24,635.88
1148,53,1,2.79,3.99,2.79,3.99
2641,110,3,19.66,22.99,58.98,68.97
710,85,1,41.53,81.72,41.53,81.72
1699,695,13,69.78,109.99,907.14,1429.87
2946,74,12,52.57,91.99,630.84,1103.88
638,883,1,73.41,76,73.41,76
184,61,4,81.42,86,325.68,344
2811,5,6,43.98,64,263.88,384
2273,533,13,17.65,23,229.45,299
1394,932,9,75.22,117,676.98,1053
1351,259,10,19.28,19.99,192.8,199.9
2505,311,4,48.33,66,193.32,264
989,631,11,37.77,66.99,415.47,736.89
2547,467,2,45.68,87.99,91.36,175.98
149,969,2,75.43,81.99,150.86,163.98
1224,170,13,99.11,172,1288.43,2236
1308,260,12,99.74,100.99,1196.88,1211.88
2559,293,3,69.48,107,208.44,321
395,681,1,49.18,70.61,49.18,70.61
2159,803,7,44.66,47.99,312.62,335.93
1081,45,3,37.32,40.99,111.96,122.97
2292,482,4,74.4,234.83,297.6,939.32
2038,269,1,71.98,141.99,71.98,141.99
2810,908,5,53.94,59,269.7,295
1665,271,1,46.53,55.99,46.53,55.99
908,878,1,62.25,135.3,62.25,135.3
506,575,14,77.02,176.17,1078.28,2466.38
1467,267,3,47.04,84.99,141.12,254.97
1460,854,4,8.32,10.99,33.28,43.96
2868,74,5,52.57,91.99,262.85,459.95
1692,29,4,81.69,121,326.76,484
2347,573,2,7.6,9.55,15.2,19.1
805,654,14,17.17,21.99,240.38,307.86
2239,526,14,7.39,10,103.46,140
983,730,9,99.59,193.99,896.31,1745.91
721,355,8,80.93,241.3,647.44,1930.4
1139,713,14,55.54,107,777.56,1498
965,619,2,34.66,44.99,69.32,89.98
1837,647,1,36.76,72,36.76,72
195,589,9,84.73,90.99,762.57,818.91
1861,881,11,51.81,52.99,569.91,582.89
1568,436,13,35.88,70,466.44,910
2518,864,5,66.34,121.99,331.7,609.95
2701,478,8,33.01,67.59,264.08,540.72
1974,825,1,81.73,98,81.73,98
636,644,3,67.82,167.7,203.46,503.1
484,273,8,30.99,49.89,247.92,399.12
44,86,14,14.71,24.99,205.94,349.86
2609,815,9,8.65,14,77.85,126
504,609,4,75.81,135.99,303.24,543.96
2003,122,8,76.81,141.99,614.48,1135.92
1503,88,14,74.07,102.99,1036.98,1441.86
2177,961,13,15.83,31.45,205.79,408.85
1102,911,7,11.18,18.99,78.26,132.93
2850,527,13,95.4,158.99,1240.2,2066.87
1063,241,3,23.96,26.99,71.88,80.97
133,735,4,14.03,28.61,56.12,114.44
1472,883,14,73.41,76,1027.74,1064
1976,529,5,42.46,42.99,212.3,214.95
2128,814,7,41.83,61.99,292.81,433.93
2800,255,8,21.97,36,175.76,288
393,571,10,6.42,10.99,64.2,109.9
1881,66,12,36.29,49.99,435.48,599.88
359,878,12,62.25,87.99,747,1055.88
1181,638,3,1.38,3.56,4.14,10.68
1586,607,3,39.5,70,118.5,210
1324,655,10,97.53,137,975.3,1370
573,917,9,35.43,45.99,318.87,413.91
756,48,8,72.2,92,577.6,736
350,856,9,27.37,42,246.33,378
2589,330,5,16.37,23.99,81.85,119.95
2701,926,11,92.01,196.43,1012.11,2160.73
2822,157,2,94.82,116.99,189.64,233.98
2060,473,7,42.99,66.99,300.93,468.93
443,368,12,45.99,60.99,551.88,731.88
1043,994,7,60.01,77.99,420.07,545.93
313,795,4,88.29,167.99,353.16,671.96
246,94,7,56.65,86.59,396.55,606.13
561,348,14,5.71,8.99,79.94,125.86
1939,494,5,15.09,17.99,75.45,89.95
1706,847,4,68.98,82.99,275.92,331.96
109,150,11,10.71,14.99,117.81,164.89
731,237,3,45.34,47.99,136.02,143.97
1360,871,10,66.65,94.99,666.5,949.9
165,9,7,94.08,139.99,658.56,979.93
958,6,4,43.65,52.99,174.6,211.96
1220,90,9,32.34,43,291.06,387
474,297,6,8.68,12.99,52.08,77.94
2219,723,4,53.48,60.99,213.92,243.96
2108,142,4,78.12,250.14,312.48,1000.56
2786,746,5,66.21,76.99,331.05,384.95
838,644,2,67.82,107.99,135.64,215.98
345,841,13,73.55,207.6,956.15,2698.8
145,286,6,4.33,5.99,25.98,35.94
587,816,12,84.75,94,1017,1128
1468,300,1,90.31,142.99,90.31,142.99
1308,879,12,48.58,84.99,582.96,1019.88
1267,154,4,26.5,48.99,106,195.96
541,651,5,49.69,77.31,248.45,386.55
120,458,5,41.31,46.99,206.55,234.95
1890,972,10,9.5,14.99,95,149.9
682,668,7,30.06,47.99,210.42,335.93
2366,698,6,17.81,31.99,106.86,191.94
50,157,3,94.82,116.99,284.46,350.97
279,3,13,38.23,66.99,496.99,870.87
420,103,1,15.46,27,15.46,27
2582,147,8,6.63,11.99,53.04,95.92
2276,583,8,84.13,128,673.04,1024
2915,206,7,34.63,45.99,242.41,321.93
51,68,2,59.45,112,118.9,224
1520,977,13,83.55,137.99,1086.15,1793.87
411,631,1,37.77,66.99,37.77,66.99
1164,857,4,20.67,22,82.68,88
354,902,11,48.36,140.95,531.96,1550.45
1281,810,7,33.3,59,233.1,413
291,672,10,27.48,91.88,274.8,918.8
2300,971,10,35.32,66,353.2,660
1204,109,7,14.77,26,103.39,182
1770,873,1,60.87,74.99,60.87,74.99
1558,240,1,26.56,51,26.56,51
107,924,8,39.07,44.99,312.56,359.92
1909,180,12,72.25,120.99,867,1451.88
780,985,13,28.63,29.99,372.19,389.87
265,710,1,56.6,87.99,56.6,87.99
1009,404,14,90.64,134.99,1268.96,1889.86
2220,416,11,40.4,101.08,444.4,1111.88
821,240,7,26.56,54.86,185.92,384.02
1802,396,14,53.59,98.99,750.26,1385.86
1611,584,7,86.93,132.99,608.51,930.93
1575,785,13,45.97,50.99,597.61,662.87
984,633,8,82.01,101.99,656.08,815.92
2799,358,12,17.3,28.99,207.6,347.88
2793,23,14,17.95,23,251.3,322
2890,466,1,66.74,105.99,66.74,105.99
603,398,7,39.56,45.99,276.92,321.93
2244,371,1,48.57,88,48.57,88
2329,988,1,49.2,66,49.2,66
2856,838,13,17.89,29.99,232.57,389.87
1667,839,1,30.32,32.99,30.32,32.99
303,902,1,48.36,73.99,48.36,73.99
2591,765,11,83.35,112.99,916.85,1242.89
1071,360,3,56.68,87.99,170.04,263.97
2563,980,2,61.41,88,122.82,176
1973,213,12,12.46,28.39,149.52,340.68
2027,23,8,17.95,23,143.6,184
576,802,14,55.77,118.04,780.78,1652.56
3000,553,8,91.5,172.84,732,1382.72
749,881,8,51.81,52.99,414.48,423.92
922,237,7,45.34,47.99,317.38,335.93
556,43,7,62.99,70,440.93,490
2934,175,1,23.95,28.99,23.95,28.99
654,888,10,15.17,15.99,151.7,159.9
2892,75,9,99.79,182.99,898.11,1646.91
1306,530,5,37.96,73.82,189.8,369.1
2880,582,10,3.3,3.99,33,39.9
654,490,13,61.49,101.17,799.37,1315.21
98,895,11,78.88,147.99,867.68,1627.89
1134,428,4,26.59,45.99,106.36,183.96
1188,384,7,75.09,120.99,525.63,846.93
683,443,7,89.84,93.99,628.88,657.93
2201,79,5,68.9,82,344.5,410
2618,371,8,48.57,154.53,388.56,1236.24
1760,447,3,3.57,6,10.71,18
2285,501,11,67.84,75,746.24,825
1900,877,5,95.84,170.99,479.2,854.95
2034,347,11,56.75,62.99,624.25,692.89
2173,270,7,4.29,6.72,30.03,47.04
2373,277,8,24.54,36,196.32,288
1035,994,7,60.01,77.99,420.07,545.93
1912,981,4,54.68,56.99,218.72,227.96
147,251,13,99.7,167.16,1296.1,2173.08
1842,445,3,59.99,80.99,179.97,242.97
1246,814,11,41.83,61.99,460.13,681.89
2687,606,3,70.53,91.99,211.59,275.97
1617,695,7,69.78,127.7,488.46,893.9
881,365,1,84.59,165.93,84.59,165.93
230,60,12,11.95,18,143.4,216
844,902,8,48.36,73.99,386.88,591.92
2248,850,4,18.18,24.99,72.72,99.96
1391,121,9,18.03,37.63,162.27,338.67
1836,401,1,34.76,54.99,34.76,54.99
1259,621,5,72.01,127,360.05,635
1812,257,14,84.61,138.99,1184.54,1945.86
967,851,3,81.91,161,245.73,483
2781,919,3,72.38,201.61,217.14,604.83
46,207,12,52.9,101.99,634.8,1223.88
1221,66,5,36.29,49.99,181.45,249.95
555,757,10,12.01,16.99,120.1,169.9
1803,9,10,94.08,139.99,940.8,1399.9
911,271,9,46.53,104.27,418.77,938.43
957,344,5,96.06,234.57,480.3,1172.85
1405,854,8,8.32,10.99,66.56,87.92
815,53,9,2.79,3.99,25.11,35.91
179,365,14,84.59,144.99,1184.26,2029.86
2618,492,1,68.08,106.2,68.08,106.2
1013,715,2,51.05,58,102.1,116
2453,462,12,84.63,136.99,1015.56,1643.88
1595,794,7,11.73,12.99,82.11,90.93
2774,171,7,3.59,5.99,25.13,41.93
2177,15,14,67.15,201.51,940.1,2821.14
980,452,14,29.23,54.6,409.22,764.4
2873,214,14,23.5,42,329,588
792,384,3,75.09,120.99,225.27,362.97
173,444,9,38.82,78.37,349.38,705.33
1256,449,8,69.97,76,559.76,608
